country_code,latitude,longitude,sum_sports,decathlon_id,sports_api_id,groups_id
CA,45.3168,-73.8659,1,219,219,1
CA,45.1665,-73.5239,2,78,78,18
CA,45.689,-73.8671,48,443,627,9
CA,45.689,-73.8671,1,293,593,8
CA,45.4001,-74.0325,4,425,109,15
CA,45.4001,-74.0325,13,178,270,17
CA,45.4001,-74.0325,1,300,593,8
CA,45.4001,-74.0325,1,296,593,8
CA,43.9394,-79.4349,2,305,134,20
CA,43.8669,-79.4414,2,74,74,3
CA,43.9394,-79.4349,2,12,257,2
CA,43.9394,-79.4349,1,224,224,1
CA,45.4334,-73.1659,1,139,134,20
CA,45.5069,-73.8407,1,93,93,20
CA,48.8763,-72.212,3,224,224,1
CA,46.6315,-72.737,2,458,147,9
CA,46.25,-83.55,1,320,322,25
CA,45.5,-73.4833,14,319,319,10
CA,45.5946,-73.2283,25,283,282,11
CA,45.5946,-73.2283,8,321,322,25
CA,45.5946,-73.2283,2,76,76,3
CA,45.5946,-73.2283,2,317,273,9
CA,46.2291,-73.5359,2,76,76,3
CA,45.7418,-70.6912,1,186,272,13
CA,45.7424,-73.6509,1,98,404,19
CA,48.3398,-70.8893,1,321,322,25
CA,45.6345,-74.1005,2,132,132,20
CA,46.7,-71.5833,2,78,78,18
CA,45.7334,-74.1325,6,318,318,10
CA,46.9804,-70.5549,3,461,257,2
CA,46.3668,-72.6168,2,332,279,9
CA,46.3695,-72.6789,1,316,273,9
CA,46.2168,-72.6158,2,134,134,20
CA,46.2168,-72.6158,2,466,134,20
CA,43.9702,-80.016,2,319,319,10
CA,46.3267,-73.6392,14,458,147,9
CA,45.4414,-73.4561,2,302,593,8
CA,45.4414,-73.4561,9,458,147,9
CA,45.9649,-73.7099,2,458,147,9
CA,46.2559,-72.9415,1,459,279,9
CA,46.2559,-72.9415,2,333,279,9
CA,45.4414,-73.7749,2,288,288,14
CA,45.4414,-73.7749,7,389,257,2
CA,45.591,-73.4361,56,285,285,11
CA,45.2557,-76.2754,2,66,66,22
CA,45.4289,-75.6844,3,428,109,15
CA,49.8966,-97.2404,1,280,257,2
CA,45.3526,-73.7305,5,70,70,25
CA,45.3526,-73.7305,18,282,282,11
CA,45.3526,-73.7305,1,459,279,9
CA,45.3691,-73.7216,3,286,286,14
CA,45.3526,-73.7305,2,471,322,25
CA,45.3526,-73.7305,3,182,849,26
CA,46.034,-73.441,7,449,391,29
CA,45.038,-73.0412,1,186,272,13
CA,43.4581,-80.4818,4,163,163,25
CA,43.9251,-78.8287,15,443,627,9
CA,44.3572,-79.6929,2,428,109,15
CA,45.2307,-74.327,1,409,409,23
CA,50.2604,-119.2774,3,89,89,16
CA,46.0464,-73.7085,5,224,224,1
CA,50.6998,-119.2691,1,285,285,11
CA,42.9546,-81.2735,1,320,322,25
CA,42.9856,-81.1821,3,282,282,11
CA,49.2212,-122.6896,2,285,285,11
CA,45.4973,-73.4676,6,458,147,9
CA,45.481,-73.497,5,29,29,9
CA,45.481,-73.497,8,284,284,11
CA,45.4924,-73.5009,7,12,257,2
CA,45.5073,-73.5082,1,461,257,2
CA,45.4973,-73.4676,1,389,257,2
CA,45.4924,-73.5009,1,156,268,22
CA,45.4924,-73.5009,3,312,312,20
CA,45.5073,-73.5082,2,395,522,2
CA,43.8113,-79.193,2,70,70,25
CA,43.8016,-79.3216,1,70,70,25
CA,43.7298,-79.2639,1,143,143,20
CA,43.7946,-79.2644,1,70,70,25
CA,46.0937,-71.3054,1,284,284,11
CA,45.1264,-72.9868,6,443,627,9
CA,45.7395,-73.4588,8,186,272,13
CA,45.7395,-73.4588,7,318,318,10
CA,45.7774,-73.4252,4,143,143,20
CA,45.7774,-73.4252,3,312,312,20
CA,46.2132,-70.4826,1,458,147,9
CA,45.0837,-73.372,1,307,307,20
CA,47.55,-52.6667,4,458,147,9
CA,46.7167,-71.2667,2,283,282,11
CA,46.197,-59.957,1,428,109,15
CA,46.8033,-71.1779,1,428,109,15
CA,46.8033,-71.1779,1,291,351,15
CA,46.6821,-73.9188,2,224,224,1
CA,50.2,-66.3833,1,49,49,9
CA,50.2,-66.3833,1,317,273,9
CA,45.4459,-73.5815,17,66,66,22
CA,45.4643,-73.5698,3,87,87,16
CA,45.4643,-73.5698,2,49,49,9
CA,45.4643,-73.5698,4,459,279,9
CA,45.4459,-73.5815,3,109,109,15
CA,43.3799,-79.7668,3,458,147,9
CA,43.4342,-79.8701,4,66,66,22
CA,45.8776,-70.9847,1,12,257,2
CA,45.4394,-75.8465,8,66,66,22
CA,45.4716,-75.7616,6,443,627,9
CA,45.448,-75.7434,1,306,134,20
CA,45.4394,-75.8465,1,109,109,15
CA,45.4869,-75.6157,1,81,81,16
CA,49.2413,-124.8028,4,66,66,22
CA,45.3126,-73.2351,1,298,593,8
CA,46.2337,-73.0179,5,224,224,1
CA,45.6602,-73.8157,2,132,132,20
CA,43.2001,-79.5663,1,143,143,20
CA,45.4668,-76.6827,1,280,257,2
CA,45.4001,-74.0325,1,293,593,8
CA,45.4001,-74.0325,5,37,37,9
CA,45.4001,-74.0325,4,307,307,20
CA,45.2455,-74.2481,2,283,282,11
CA,45.2822,-71.9715,1,70,70,25
CA,45.5069,-73.8407,1,81,81,16
CA,48.3684,-89.284,1,458,147,9
CA,48.5548,-71.673,4,51,49,9
CA,48.5548,-71.673,2,70,70,25
CA,45.8668,-74.0825,1,320,322,25
CA,45.8833,-72.7667,1,389,257,2
CA,46.6315,-72.737,3,287,262,14
CA,46.6315,-72.737,1,292,292,30
CA,46.5558,-72.7437,1,319,319,10
CA,49.1919,-98.1014,1,395,522,2
CA,49.1919,-98.1014,1,461,257,2
CA,46.0365,-73.0665,3,428,109,15
CA,45.5946,-73.2283,13,109,109,15
CA,45.5946,-73.2283,1,316,273,9
CA,46.2291,-73.5359,1,253,253,24
CA,45.77,-73.6049,2,219,219,1
CA,51.1762,-115.5698,1,389,257,2
CA,45.1302,-73.989,1,45,45,9
CA,43.7592,-79.7605,10,458,147,9
CA,43.7059,-79.7626,2,12,257,2
CA,45.4674,-73.4832,1,12,257,2
CA,45.4455,-73.4841,1,74,74,3
CA,45.4414,-73.4561,2,292,292,30
CA,45.4455,-73.4841,1,312,312,20
CA,45.4424,-73.4231,1,318,318,10
CA,49.7002,-123.156,4,219,219,1
CA,47.132,-70.3647,1,163,163,25
CA,48.8002,-79.1996,1,163,163,25
CA,47.1691,-71.4332,5,458,147,9
CA,45.6694,-73.7752,2,93,93,20
CA,45.6694,-73.7752,9,282,282,11
CA,46.2559,-72.9415,1,323,323,25
CA,45.4414,-73.7749,2,74,74,3
CA,45.591,-73.4361,67,443,627,9
CA,45.591,-73.4361,20,320,322,25
CA,45.591,-73.4361,3,293,593,8
CA,45.4168,-73.4992,3,488,522,2
CA,46.8943,-70.8226,1,283,282,11
CA,43.1836,-79.9902,1,284,284,11
CA,45.3548,-75.5773,6,66,66,22
CA,45.399,-75.6871,2,45,45,9
CA,45.4167,-75.7,6,219,219,1
CA,45.4448,-75.6431,1,76,76,3
CA,45.4123,-75.7108,3,66,66,22
CA,45.3645,-75.7934,2,322,322,25
CA,49.8143,-97.1531,1,285,285,11
CA,46.034,-73.441,12,224,224,1
CA,46.034,-73.441,5,12,257,2
CA,43.4581,-80.4818,3,171,171,25
CA,43.447,-80.4725,2,285,285,11
CA,47.8184,-69.1505,28,332,279,9
CA,46.2761,-73.7718,1,313,20,11
CA,44.5834,-79.7497,1,70,70,25
CA,42.9582,-81.238,6,12,257,2
CA,45.4906,-73.3991,2,160,160,21
CA,45.481,-73.497,1,76,76,3
CA,45.4924,-73.5009,3,466,134,20
CA,45.7774,-73.4252,19,443,627,9
CA,42.2481,-82.9952,1,458,147,9
CA,42.2836,-82.9771,1,458,147,9
CA,47.6181,-65.6511,1,186,272,13
CA,45.8454,-72.5713,1,143,143,20
CA,46.7167,-71.2667,1,109,109,15
CA,46.7167,-71.2667,1,289,289,19
CA,62.456,-114.3525,3,443,627,9
CA,45.4594,-73.5501,4,134,134,20
CA,45.4643,-73.5698,1,392,392,27
CA,45.4459,-73.5815,1,291,351,15
CA,45.6512,-72.5666,1,45,45,9
CA,43.3799,-79.7668,2,29,29,9
CA,45.5435,-75.4274,1,250,250,
CA,45.5856,-75.4208,3,443,627,9
CA,45.3932,-75.8288,1,66,66,22
CA,45.448,-75.7434,2,156,268,22
CA,45.4776,-75.7059,3,292,292,30
CA,45.4776,-75.7059,1,305,134,20
CA,45.448,-75.7434,1,160,160,21
CA,45.3053,-66.0808,2,12,257,2
CA,47.3167,-70.5667,1,286,286,14
CA,46.3168,-74.2159,1,219,219,1
CA,46.3168,-74.2159,1,45,45,9
CA,53.4593,-113.4145,1,281,281,11
CA,53.5366,-113.5103,1,81,81,16
CA,45.6225,-73.6949,8,286,286,14
CA,45.5338,-73.7652,2,321,322,25
CA,45.5501,-73.6992,7,280,257,2
CA,45.5501,-73.6992,3,143,143,20
CA,45.6409,-73.7542,3,89,89,16
CA,45.5334,-73.8159,2,306,134,20
CA,45.6739,-73.5924,4,29,29,9
CA,45.5984,-73.7159,1,313,20,11
CA,45.7788,-73.9829,1,219,219,1
CA,45.7987,-74.0727,1,219,219,1
CA,45.5333,-73.5167,9,70,70,25
CA,45.5679,-73.4761,17,282,282,11
CA,45.5183,-73.5023,1,76,76,3
CA,45.5362,-73.4721,12,81,81,16
CA,45.5181,-73.4576,4,139,134,20
CA,45.5333,-73.5167,1,141,307,20
CA,45.5049,-73.7142,4,109,109,15
CA,45.5167,-73.6667,10,319,319,10
CA,44.0992,-77.5776,1,449,391,29
CA,45.4501,-73.8659,10,458,147,9
CA,45.6834,-73.4325,4,318,318,10
CA,45.3168,-73.8659,6,281,281,11
CA,45.5334,-73.9992,1,291,351,15
CA,45.689,-73.8671,2,301,593,8
CA,45.4001,-74.0325,18,320,322,25
CA,45.4001,-74.0325,1,297,593,8
CA,46.0965,-64.7976,1,458,147,9
CA,46.0987,-64.8036,1,298,593,8
CA,46.0987,-64.8036,1,295,593,8
CA,43.8582,-79.3985,1,288,288,14
CA,45.8945,-77.2801,1,186,272,13
CA,45.4168,-73.4992,26,280,257,2
CA,45.4334,-73.1659,1,490,489,9
CA,46.5068,-72.7436,16,332,279,9
CA,46.0365,-73.0665,3,283,282,11
CA,47.3334,-79.433,3,285,285,11
CA,45.5946,-73.2283,17,428,109,15
CA,45.5946,-73.2283,7,319,319,10
CA,46.2291,-73.5359,2,282,282,11
CA,45.7045,-73.9472,2,70,70,25
CA,45.6345,-74.1005,2,178,270,17
CA,45.6345,-74.1005,2,250,250,
CA,43.7592,-79.7605,2,281,281,11
CA,45.188,-73.4,2,286,286,14
CA,45.7334,-74.1325,1,45,45,9
CA,46.3668,-72.6168,1,166,166,21
CA,45.8834,-73.2825,1,186,272,13
CA,46.3267,-73.6392,1,29,29,9
CA,45.4414,-73.4561,3,29,29,9
CA,45.4455,-73.4841,6,449,391,29
CA,45.4424,-73.4231,1,291,351,15
CA,45.4395,-73.0523,2,389,257,2
CA,48.8334,-64.4819,2,334,279,9
CA,46.2559,-72.9415,1,224,224,1
CA,44.9988,-64.7312,6,45,45,9
CA,45.591,-73.4361,9,178,270,17
CA,45.591,-73.4361,9,89,89,16
CA,45.591,-73.4361,2,300,593,8
CA,45.591,-73.4361,2,296,593,8
CA,45.591,-73.4361,4,425,109,15
CA,45.4168,-73.4992,9,141,307,20
CA,45.4123,-75.7108,1,163,163,25
CA,45.4289,-75.6844,3,286,286,14
CA,45.4023,-75.7329,2,292,292,30
CA,45.4023,-75.7329,1,100,100,12
CA,45.2691,-75.7518,1,280,257,2
CA,49.8966,-97.2404,1,488,522,2
CA,49.898,-97.1401,1,458,147,9
CA,45.3526,-73.7305,5,253,253,24
CA,45.3526,-73.7305,4,288,288,14
CA,44.0433,-79.4912,2,443,627,9
CA,49.3688,-120.6569,4,284,284,11
CA,47.8184,-69.1505,88,443,627,9
CA,45.8876,-75.0575,1,224,224,1
CA,43.8866,-78.975,1,70,70,25
CA,46.0464,-73.7085,12,458,147,9
CA,45.7395,-73.4588,2,45,45,9
CA,52.1168,-106.6345,1,66,66,22
CA,45.5073,-73.5082,3,287,262,14
CA,45.4697,-75.4715,2,291,351,15
CA,42.2187,-83.0801,1,127,127,8
CA,45.0926,-74.1767,1,320,322,25
CA,43.8432,-79.5644,2,443,627,9
CA,43.8432,-79.5644,3,449,391,29
CA,45.4643,-73.5698,1,303,598,8
CA,45.6512,-72.5666,2,186,272,13
CA,45.6512,-72.5666,1,318,318,10
CA,46.9333,-70.7333,1,281,281,11
CA,45.8776,-70.9847,1,186,272,13
CA,45.4279,-75.7711,5,284,284,11
CA,45.4776,-75.7059,11,284,284,11
CA,45.4776,-75.7059,2,29,29,9
CA,45.3932,-75.8288,1,284,284,11
CA,49.2413,-124.8028,3,322,322,25
CA,47.8304,-69.5342,1,219,219,1
CA,49.2478,-122.9938,4,219,219,1
CA,45.3126,-73.2351,2,283,282,11
CA,53.6313,-113.5245,1,301,593,8
CA,53.5181,-113.5797,1,45,45,9
CA,45.5573,-73.7725,8,66,66,22
CA,45.5334,-73.8159,33,458,147,9
CA,45.6739,-73.5924,8,458,147,9
CA,45.6213,-73.7398,3,253,253,24
CA,45.5501,-73.6992,3,312,312,20
CA,45.6168,-73.7825,9,428,109,15
CA,45.5284,-73.8509,3,405,405,1
CA,45.5526,-73.8507,1,171,171,25
CA,45.6168,-73.7825,5,324,474,25
CA,45.5573,-73.7725,1,289,289,19
CA,45.2334,-73.0158,1,443,627,9
CA,45.2334,-73.0158,1,186,272,13
CA,45.5181,-73.4576,11,250,250,
CA,45.5181,-73.4576,2,310,134,20
CA,45.5333,-73.5167,1,332,279,9
CA,45.5333,-73.5167,4,166,166,21
CA,45.5183,-73.5023,4,171,171,25
CA,45.5362,-73.4721,8,93,93,20
CA,45.5418,-73.4382,1,37,37,9
CA,45.5181,-73.4576,1,487,522,2
CA,45.5679,-73.4761,2,87,87,16
CA,45.517,-73.6831,8,282,282,11
CA,45.4752,-73.6961,2,449,391,29
CA,44.0992,-77.5776,2,178,270,17
CA,45.4501,-73.8659,1,281,281,11
CA,50.3167,-122.8167,1,70,70,25
CA,43.8156,-79.4534,1,186,272,13
CA,48.4793,-123.5271,1,78,78,18
CA,45.5334,-73.2825,4,186,272,13
CA,43.7946,-79.2644,6,253,253,24
CA,43.7712,-79.2144,1,428,109,15
CA,45.6834,-73.4325,2,288,288,14
CA,45.6834,-73.4325,5,253,253,24
CA,48.4765,-123.3145,5,287,262,14
CA,46.7546,-71.22,1,490,489,9
CA,45.2702,-74.0482,4,66,66,22
CA,45.2666,-74.1372,1,78,78,18
CA,49.1364,-122.8213,3,428,109,15
CA,45.45,-75.25,4,76,76,3
CA,52.7835,-67.082,1,45,45,9
CA,48.3199,-71.4149,4,286,286,14
CA,51.2333,-58.65,4,425,109,15
CA,44.3,-77.55,1,253,253,24
CA,45.7064,-73.6178,13,253,253,24
CA,45.7888,-73.7442,3,78,78,18
CA,45.6833,-73.6333,1,425,109,15
CA,45.7064,-73.6178,1,288,288,14
CA,45.7064,-73.6178,1,323,323,25
CA,45.5667,-73.9,1,305,134,20
CA,45.5667,-73.9,1,312,312,20
CA,45.5667,-73.9,1,156,268,22
CA,45.2199,-72.5104,1,134,134,20
CA,46.7589,-71.298,4,96,96,18
CA,46.7589,-71.298,4,87,87,16
CA,46.838,-71.2232,3,186,272,13
CA,46.8287,-71.334,2,310,134,20
CA,46.7823,-71.2882,1,311,560,4
CA,46.8505,-71.3357,3,461,257,2
CA,46.8074,-71.2181,2,286,286,14
CA,46.8304,-71.2455,6,428,109,15
CA,46.8779,-71.3408,1,291,351,15
CA,46.8035,-71.2639,1,317,273,9
CA,46.8765,-71.2839,1,311,560,4
CA,47.3667,-70.0333,1,156,268,22
CA,45.3938,-72.7005,3,311,560,4
CA,45.3668,-73.5659,15,449,391,29
CA,46.5003,-71.0658,1,307,307,20
CA,46.6804,-71.7239,1,70,70,25
CA,43.7612,-79.2707,2,459,279,9
CA,43.7946,-79.2644,1,45,45,9
CA,45.2668,-72.1491,5,322,322,25
CA,43.5102,-79.6296,1,78,78,18
CA,50.5168,-104.0678,1,458,147,9
CA,43.4715,-80.5454,1,301,593,8
CA,46.6842,-71.3827,6,70,70,25
CA,46.6842,-71.3827,5,282,282,11
CA,46.2,-70.7667,2,321,322,25
CA,46.2,-70.7667,1,127,127,8
CA,48.445,-71.1025,12,286,286,14
CA,43.8479,-79.3288,6,29,29,9
CA,45.6442,-73.8448,2,45,45,9
CA,45.3891,-71.8986,15,449,391,29
CA,45.4131,-71.9238,1,87,87,16
CA,45.4113,-71.9586,2,471,322,25
CA,45.45,-73.2667,3,459,279,9
CA,45.45,-73.2667,7,333,279,9
CA,45.574,-73.94,5,163,163,25
CA,44.6508,-63.6146,12,443,627,9
CA,45.5333,-73.35,3,321,322,25
CA,45.8893,-72.5055,2,175,404,19
CA,45.8893,-72.5055,1,488,522,2
CA,46.3334,-72.4324,2,289,289,19
CA,46.3334,-72.4324,1,320,322,25
CA,43.2441,-79.8359,4,284,284,11
CA,43.2596,-79.7925,1,45,45,9
CA,46.3638,-73.3523,1,283,282,11
CA,43.5184,-80.2257,13,253,253,24
CA,43.5184,-80.2257,1,175,404,19
CA,45.6986,-73.5783,1,283,282,11
CA,46.6167,-72.6667,1,319,319,10
CA,47.2374,-71.8763,1,443,627,9
CA,49.299,-123.1408,2,318,318,10
CA,49.248,-123.0913,1,219,219,1
CA,49.2833,-123.1298,2,96,96,18
CA,49.2551,-123.0667,1,127,127,8
CA,49.2151,-123.1396,1,224,224,1
CA,50.9153,-113.8932,4,280,257,2
CA,50.9093,-114.1028,1,449,391,29
CA,50.9093,-114.1028,1,395,522,2
CA,48.4168,-71.0657,1,488,522,2
CA,45.3168,-72.6491,1,322,322,25
CA,45.5527,-73.1755,2,325,325,6
CA,45.5527,-73.1755,7,37,37,9
CA,51.0876,-115.3461,2,283,282,11
CA,45.7668,-71.9324,1,74,74,3
CA,45.4948,-73.8317,3,284,284,11
CA,45.4756,-73.8367,2,322,322,25
CA,44.1667,-77.3833,8,443,627,9
CA,45.1834,-71.9324,2,286,286,14
CA,45.5302,-73.6327,2,318,318,10
CA,45.5052,-73.5622,3,98,404,19
CA,45.5618,-73.599,4,309,309,20
CA,45.573,-73.5701,23,284,284,11
CA,45.5176,-73.5804,3,219,219,1
CA,45.5694,-73.6221,13,253,253,24
CA,45.5528,-73.6411,4,287,262,14
CA,45.5063,-73.6297,71,458,147,9
CA,45.5101,-73.6478,12,443,627,9
CA,45.4897,-73.6312,62,443,627,9
CA,45.504,-73.5747,22,66,66,22
CA,45.5354,-73.6061,8,490,489,9
CA,45.6097,-73.5472,18,282,282,11
CA,45.5302,-73.5831,1,330,325,6
CA,45.5168,-73.6072,93,443,627,9
CA,45.5354,-73.6061,31,291,351,15
CA,45.6753,-73.5016,7,443,627,9
CA,45.5883,-73.5572,13,70,70,25
CA,45.5168,-73.6072,19,449,391,29
CA,45.5435,-73.6339,4,471,322,25
CA,45.5307,-73.5547,20,428,109,15
CA,45.4717,-73.6149,2,409,409,23
CA,45.5005,-73.5684,3,395,522,2
CA,46.4684,-71.5285,1,443,627,9
CA,53.6313,-113.5245,1,298,593,8
CA,53.5181,-113.5797,1,318,318,10
CA,45.5771,-73.6873,11,443,627,9
CA,45.5338,-73.7652,13,284,284,11
CA,45.6168,-73.7825,3,127,127,8
CA,45.5573,-73.7725,5,178,270,17
CA,45.5984,-73.7159,4,109,109,15
CA,45.5526,-73.8507,2,163,163,25
CA,45.5338,-73.7652,1,29,29,9
CA,45.6168,-73.7825,2,291,351,15
CA,45.6409,-73.7542,1,143,143,20
CA,45.6409,-73.7542,1,312,312,20
CA,45.5771,-73.6873,2,449,391,29
CA,45.5334,-73.8159,1,219,219,1
CA,45.5984,-73.7159,1,289,289,19
CA,45.578,-73.8004,2,37,37,9
CA,45.5526,-73.8507,2,320,322,25
CA,45.6213,-73.7398,1,282,282,11
CA,45.8058,-74.0165,12,284,284,11
CA,45.8058,-74.0165,4,134,134,20
CA,45.5183,-73.5023,1,289,289,19
CA,45.5362,-73.4721,17,280,257,2
CA,45.5181,-73.4576,35,285,285,11
CA,45.5183,-73.5023,20,109,109,15
CA,45.5181,-73.4576,1,302,593,8
CA,45.5181,-73.4576,1,303,598,8
CA,45.5523,-73.4558,2,287,262,14
CA,45.5418,-73.4382,8,443,627,9
CA,45.5418,-73.4382,2,186,272,13
CA,45.5523,-73.4558,4,333,279,9
CA,45.5523,-73.4558,3,471,322,25
CA,45.5418,-73.4382,1,466,134,20
CA,45.5362,-73.4721,5,143,143,20
CA,45.5183,-73.5023,4,139,134,20
CA,45.5362,-73.4721,5,141,307,20
CA,45.5523,-73.4558,3,224,224,1
CA,45.5167,-73.6667,3,321,322,25
CA,45.5167,-73.6667,7,283,282,11
CA,45.517,-73.6831,2,321,322,25
CA,43.8,-79.4167,1,224,224,1
CA,48.4267,-123.3655,2,109,109,15
CA,46.7546,-71.22,1,139,134,20
CA,46.0501,-74.2825,1,316,273,9
CA,46.0501,-74.2825,1,404,404,19
CA,49.7573,-94.3427,1,449,391,29
CA,46.8626,-69.9039,1,458,147,9
CA,45.866,-74.1785,1,332,279,9
CA,45.8168,-74.966,2,458,147,9
CA,45.2702,-74.0482,2,250,250,
CA,45.2702,-74.0482,2,285,285,11
CA,49.1889,-122.873,1,81,81,16
CA,52.7835,-67.082,3,70,70,25
CA,45.7888,-73.7442,3,93,93,20
CA,43.4464,-79.7593,2,405,405,1
CA,49.6829,-124.9361,2,458,147,9
CA,45.2199,-72.5104,1,305,134,20
CA,46.8528,-71.2573,6,449,391,29
CA,46.8751,-71.392,20,458,147,9
CA,46.8588,-71.192,3,428,109,15
CA,46.838,-71.2232,2,12,257,2
CA,46.7933,-71.2453,9,288,288,14
CA,46.8528,-71.2573,1,175,404,19
CA,46.8779,-71.3408,1,139,134,20
CA,46.7823,-71.2882,10,322,322,25
CA,46.7933,-71.2453,7,311,560,4
CA,46.7903,-71.4157,3,461,257,2
CA,46.7903,-71.4157,1,395,522,2
CA,46.8528,-71.2573,1,316,273,9
CA,46.7823,-71.2882,5,98,404,19
CA,46.8751,-71.392,1,96,96,18
CA,46.8779,-71.3408,1,289,289,19
CA,46.8751,-71.392,1,313,20,11
CA,46.7749,-71.3344,1,81,81,16
CA,46.8074,-71.2181,2,321,322,25
CA,46.8588,-71.192,1,317,273,9
CA,46.8765,-71.2839,1,309,309,20
CA,45.3938,-72.7005,8,322,322,25
CA,45.4046,-72.7202,1,143,143,20
CA,45.4833,-72.3167,1,284,284,11
CA,43.5924,-79.7611,1,283,282,11
CA,43.5771,-79.6306,2,253,253,24
CA,46.9833,-71.2906,1,405,405,1
CA,45.4402,-73.6747,17,443,627,9
CA,45.3418,-73.1581,1,321,322,25
CA,45.3418,-73.1581,1,100,100,12
CA,46.4633,-73.1389,1,461,257,2
CA,43.8479,-79.3288,2,313,20,11
CA,45.3891,-71.8986,18,280,257,2
CA,45.3891,-71.8986,33,282,282,11
CA,45.3891,-71.8986,7,141,307,20
CA,45.3395,-72.0128,1,293,593,8
CA,45.143,-73.1882,2,74,74,3
CA,45.143,-73.1882,2,332,279,9
CA,45.45,-73.2667,9,318,318,10
CA,45.574,-73.94,2,283,282,11
CA,44.662,-63.6017,3,284,284,11
CA,45.5333,-73.35,3,29,29,9
CA,47.4596,-69.7547,3,308,132,20
CA,45.9061,-72.5929,1,309,309,20
CA,43.1667,-81.6833,1,178,270,17
CA,43.2441,-79.8359,1,308,132,20
CA,45.5,-73.8167,10,284,284,11
CA,46.6167,-72.6667,1,305,134,20
CA,49.9168,-74.3659,1,458,147,9
CA,49.262,-123.0923,8,163,163,25
CA,49.2833,-123.1298,6,461,257,2
CA,49.2788,-123.1139,10,66,66,22
CA,49.248,-123.0913,21,285,285,11
CA,49.3397,-123.1912,4,104,428,12
CA,46.1341,-60.1749,1,428,109,15
CA,45.2668,-72.1491,19,443,627,9
CA,45.2668,-72.1491,4,81,81,16
CA,45.2702,-74.0482,2,163,163,25
CA,45.2409,-74.1098,1,89,89,16
CA,45.45,-75.25,12,109,109,15
CA,48.3199,-71.4149,1,322,322,25
CA,45.7275,-73.7062,3,219,219,1
CA,45.7064,-73.6178,3,182,849,26
CA,45.7888,-73.7442,14,253,253,24
CA,45.7064,-73.6178,2,294,593,8
CA,45.7064,-73.6178,1,471,322,25
CA,45.7,-73.752,1,224,224,1
CA,48.7829,-123.7027,2,284,284,11
CA,45.866,-74.1785,4,286,286,14
CA,45.866,-74.1785,3,134,134,20
CA,45.5667,-73.9,13,29,29,9
CA,46.8545,-71.3044,6,443,627,9
CA,46.7823,-71.2882,7,70,70,25
CA,46.8304,-71.2455,3,321,322,25
CA,46.7933,-71.2453,13,78,78,18
CA,46.7749,-71.3344,4,322,322,25
CA,46.8895,-71.2545,1,281,281,11
CA,46.9137,-71.3398,2,280,257,2
CA,46.8765,-71.2839,4,285,285,11
CA,46.7749,-71.3344,1,317,273,9
CA,46.8304,-71.2455,3,127,127,8
CA,46.7701,-71.0906,1,253,253,24
CA,46.7933,-71.2453,3,219,219,1
CA,46.8074,-71.2181,1,317,273,9
CA,46.8779,-71.3408,1,76,76,3
CA,46.8315,-71.4429,1,443,627,9
CA,46.8304,-71.2455,3,317,273,9
CA,46.9137,-71.3398,1,143,143,20
CA,46.8505,-71.3357,1,324,474,25
CA,46.7903,-71.4157,1,459,279,9
CA,48.4638,-67.4313,1,471,322,25
CA,48.4638,-67.4313,4,458,147,9
CA,48.099,-65.8317,2,109,109,15
CA,45.4005,-72.7825,1,134,134,20
CA,43.5148,-79.884,1,280,257,2
CA,49.1626,-123.1721,2,280,257,2
CA,49.17,-123.1368,2,283,282,11
CA,45.3668,-73.5659,4,488,522,2
CA,45.4833,-72.3167,8,66,66,22
CA,45.6289,-74.5988,1,443,627,9
CA,43.6192,-79.6538,1,322,322,25
CA,43.5637,-79.7202,1,250,250,
CA,43.6028,-79.5929,1,76,76,3
CA,46.9833,-71.2906,5,286,286,14
CA,50.45,-104.6167,1,224,224,1
CA,46.6842,-71.3827,1,180,180,27
CA,47.8339,-69.4042,3,224,224,1
CA,43.4715,-80.5454,1,298,593,8
CA,45.4402,-73.6747,2,74,74,3
CA,46.2,-70.7667,1,66,66,22
CA,48.4187,-71.0417,1,12,257,2
CA,53.4001,-117.5857,1,45,45,9
CA,43.8479,-79.3288,8,458,147,9
CA,45.3891,-71.8986,3,488,522,2
CA,45.3395,-72.0128,7,81,81,16
CA,45.3822,-71.9327,1,332,279,9
CA,48.5839,-68.1921,3,321,322,25
CA,45.6549,-72.7626,2,37,37,9
CA,45.1333,-71.8,1,425,109,15
CA,45.45,-73.2667,14,45,45,9
CA,45.5333,-73.35,2,156,268,22
CA,46.2578,-73.0854,2,81,81,16
CA,45.8152,-72.4027,3,461,257,2
CA,45.8893,-72.5055,1,141,307,20
CA,45.8434,-76.734,1,87,87,16
CA,46.5,-80.9667,1,284,284,11
CA,44.3552,-78.3199,5,443,627,9
CA,46.3334,-72.4324,2,250,250,
CA,43.2606,-79.9161,3,87,87,16
CA,43.2514,-79.8925,1,389,257,2
CA,43.7432,-79.5876,1,45,45,9
CA,47.4596,-69.7547,10,283,282,11
CA,43.5184,-80.2257,7,70,70,25
CA,46.6167,-72.6667,5,283,282,11
CA,46.6167,-72.6667,1,76,76,3
CA,49.2603,-123.146,3,289,289,19
CA,49.2151,-123.1396,4,104,428,12
CA,49.2788,-123.1139,2,87,87,16
CA,49.2603,-123.146,1,66,66,22
CA,49.262,-123.0923,1,37,37,9
CA,49.3745,-123.1864,3,96,96,18
CA,49.2795,-123.0667,2,443,627,9
CA,51.2074,-114.1348,1,286,286,14
